temperature,time,expiration,gender,age,has_children,education,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y,income_ord,income_lb,income_ub,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestLT20_ord,Rest20To50_ord,destination_Home,destination_No Urgent Place,destination_Work,passanger_Alone,passanger_Friend(s),passanger_Kid(s),passanger_Partner,weather_Rainy,weather_Snowy,weather_Sunny,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),maritalStatus_Divorced,maritalStatus_Married partner,maritalStatus_Single,maritalStatus_Unmarried partner,maritalStatus_Widowed,occupation_Architecture & Engineering,occupation_Arts Design Entertainment Sports & Media,occupation_Building & Grounds Cleaning & Maintenance,occupation_Business & Financial,occupation_Community & Social Services,occupation_Computer & Mathematical,occupation_Construction & Extraction,occupation_Education&Training&Library,occupation_Farming Fishing & Forestry,occupation_Food Preparation & Serving Related,occupation_Healthcare Practitioners & Technical,occupation_Healthcare Support,occupation_Installation Maintenance & Repair,occupation_Legal,occupation_Life Physical Social Science,occupation_Management,occupation_Office & Administrative Support,occupation_Personal Care & Service,occupation_Production Occupations,occupation_Protective Service,occupation_Retired,occupation_Sales & Related,occupation_Student,occupation_Transportation & Material Moving,occupation_Unemployed
80,18,2,0,41,1,6,1,0,0,1,1,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,24,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,2,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,2,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,24,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,14,24,0,41,1,6,0,0,0,1,1,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,24,0,41,1,6,1,0,0,1,1,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,2,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,24,0,41,1,6,0,0,1,0,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,24,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,18,2,0,41,1,6,0,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,2,0,41,1,6,1,1,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,24,0,41,1,6,1,1,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7,24,0,41,1,6,1,0,0,1,1,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7,2,0,41,1,6,0,0,1,0,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,24,0,41,1,6,0,0,0,1,1,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,2,0,41,1,6,1,0,0,1,0,5.0,50000.0,62499.0,0.0,2.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,24,1,21,0,4,0,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,4,0,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,14,2,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,14,24,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,18,2,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,14,24,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,4,0,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,24,1,21,0,4,0,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,4,0,0,0,1,0,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,18,24,1,21,0,4,0,0,1,0,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,18,24,1,21,0,4,1,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,18,2,1,21,0,4,0,0,0,1,0,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,7,2,1,21,0,4,1,1,0,1,0,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,7,24,1,21,0,4,1,1,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,7,24,1,21,0,4,1,0,0,1,0,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,7,2,1,21,0,4,0,0,1,0,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,7,24,1,21,0,4,0,0,0,1,1,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,7,2,1,21,0,4,1,0,0,1,0,7.0,75000.0,87499.0,0.0,1.0,2.0,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,14,24,0,31,1,6,0,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,2,0,31,1,6,0,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,2,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,14,2,0,31,1,6,1,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,14,24,0,31,1,6,1,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,18,2,0,31,1,6,1,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,24,0,31,1,6,1,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,2,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,2,0,31,1,6,1,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,24,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,14,24,0,31,1,6,0,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,24,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,2,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,24,0,31,1,6,0,0,1,0,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,24,0,31,1,6,1,0,0,1,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,18,2,0,31,1,6,0,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,2,0,31,1,6,1,1,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,24,0,31,1,6,1,1,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7,24,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7,2,0,31,1,6,0,0,1,0,1,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,24,0,31,1,6,0,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,2,0,31,1,6,1,0,0,1,0,9.0,100000.0,200000.0,1.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,24,1,31,1,5,0,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,10,2,1,31,1,5,0,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,10,2,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,14,2,1,31,1,5,1,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,14,24,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,18,2,1,31,1,5,1,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,14,24,1,31,1,5,1,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,10,2,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,10,2,1,31,1,5,1,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,10,24,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,14,24,1,31,1,5,0,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,14,24,1,31,1,5,1,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,18,2,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,18,24,1,31,1,5,0,0,1,0,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,18,24,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,18,2,1,31,1,5,0,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,7,2,1,31,1,5,1,1,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,7,24,1,31,1,5,1,1,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,7,24,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,7,2,1,31,1,5,0,0,1,0,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,7,24,1,31,1,5,0,0,0,1,1,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,7,2,1,31,1,5,1,0,0,1,0,4.0,37500.0,49999.0,0.0,1.0,3.0,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,14,24,1,21,0,5,0,0,0,1,1,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,5,0,0,0,1,0,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,24,1,21,0,5,0,0,0,1,1,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,10,2,1,21,0,5,1,0,0,1,1,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,14,24,1,21,0,5,0,0,0,1,0,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,14,2,1,21,0,5,1,0,0,1,0,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,14,24,1,21,0,5,1,0,0,1,0,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,14,24,1,21,0,5,1,0,0,1,1,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,18,2,1,21,0,5,0,0,0,1,0,9.0,100000.0,200000.0,2.0,0.0,2.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
